pair_type,index_a,index_b,similarity,clause_a,clause_b,is_similar
high_sim,5604,3551,0.9660237431526184,"This Agreement shall be governed by and interpreted in accordance with the laws of the State of Delaware, United States of America, without reference to conflict-of-laws principles.","This Agreement shall be governed by, and construed and interpreted in accordance with, the laws of the State of New York, United States of  America, without regard to the principles of conflicts of law thereof.",1
high_sim,901,4316,0.9657918214797974,"IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY ""COVER"" DAMAGES (INCLUDING INTERNAL COVER DAMAGES WHICH THE PARTIES AGREE MAY NOT BE CONSIDERED DIRECT DAMAGES), OR ANY INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES OF ANY KIND OR NATURE ARISING OUT OF THIS AGREEMENT OR THE SALE OF MANUFACTURER'S PRODUCTS, WHETHER SUCH LIABILITY IS ASSERTED ON THE BASIS OF CONTRACT, TORT (INCLUDING THE POSSIBILITY OF NEGLIGENCE OR STRICT LIABILITY), OR OTHERWISE, EVEN IF THE PARTY HAS BEEN WARNED OF THE POSSIBILITY OF ANY SUCH LOSS OR DAMAGE, AND EVEN IF ANY OF THE LIMITED REMEDIES IN THIS AGREEMENT





FAIL OF THEIR ESSENTIAL PURPOSE.","EXCEPT FOR BREACHES OR VIOLATIONS OF ARTICLE 9, OR INDEMNITY LIABILITIES ARISING UNDER THIS ARTICLE 8, OR CASES OF GROSS NEGLIGENCE OR WILLFUL MISCONDUCT, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY CONSEQUENTIAL, INDIRECT, SPECIAL, INCIDENTAL OR PUNITIVE DAMAGES INCLUDING LOSS OF USE, REVENUES OR PROFITS, INTERRUPTION OF BUSINESS OR CLAIMS AGAINST EITHER PARTY OR ITS CUSTOMERS BY ANY THIRD PARTY, WHETHER SUCH CLAIM IS BASED IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY OR OTHERWISE, EVEN IF THE PARTY IS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",1
high_sim,4940,4946,0.9656878709793091,"FMI hereby grants to Roche a non-exclusive license under the FMI CDx IP for internal research purposes, and to the extent necessary to research, develop, make, have made, use, offer for sale, sell, import and commercialize Roche products other than diagnostic products.","FMI hereby grants to Roche a non-exclusive, royalty-free, worldwide, perpetual, and sublicensable license to any intellectual property arising from the Immunotherapy Testing Platform Program Controlled by FMI for internal research purposes and to the extent necessary for Roche to research, develop, make, have made, use, offer for sale, sell, import and commercialize Roche products other than diagnostic products.",1
high_sim,4627,7537,0.9654684066772461,"Neither Party may assign or transfer this Supply Agreement, including by merger, operation of law, or otherwise, without the other Party's prior written consent (which shall not be withheld unreasonably) except each Party may assign this Supply Agreement without the other Party's consent in the case of assignment or transfer to a Third Party that succeeds to all or substantially all of the assigning Party's business and assets relating to the subject matter of this Supply Agreement, whether by sale, merger, operation of law or otherwise. Any attempted assignment by a Party in violation of this Section without the written consent of the other Party will be null and void.","This Agreement may not be assigned by either Party, in whole or in part, to any Third Party without the prior written consent of the other Party, except that either Party may assign this Agreement as a whole, and all of its rights and obligations hereunder, without the consent of the other Party, but upon written notice to the other Party (a) to an Affiliate, or (b) in case of a transfer of all, or substantially all, stock or assets of such Party or the relevant business activity through which such Party acts in this Agreement to a Third Party or to any partnership or other venture in which such business activity is to participate.",1
high_sim,5988,4736,0.9653664231300354,"This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York, without reference to any principles of conflicts of law thereof.","This Agreement shall be governed by and construed in accordance with the laws of the State of Ohio, without reference to principles of conflicts of law.",1
high_sim,5797,4273,0.9653394222259521,"iPass grants to Channel Partner a nonexclusive, terminable right to: (i) access and otherwise use the Licensed Software, and iPass Marks as provided in Exhibit F solely in furtherance of this Agreement and not for other internal business purposes, (ii) sell or re-license the Licensed Software, Documentation and Services to Business Entities and End Users, and (iii) install and execute the Server Software on up to three (3) designated servers and one backup server for Channel Partner and for each End User.","Subject to the terms and conditions of this          Agreement, Changepoint hereby grants to Corio a fee-bearing,          irrevocable, nonexclusive, nontransferable (except in accordance with          Section 14.1 of this Agreement) license in the Territory to (i)          reproduce the Software in machine executable object code format only          for installation on the Corio Servers; (ii) install multiple copies of          the Software on Corio's Servers which will be made remotely accessible          to Corio's Customers for their internal business purposes, (iii) permit          limited access to and use of the Software by Customers through Corio          Servers solely for such Customer's internal business purposes; (iv)          sublicense an unlimited number of Customers to access and use the          Software only through the installation on Corio Servers solely for such          Customer's internal business purposes; and (v) use Changepoint's tools          and utilities, if any, subject to any restrictions placed on the          Changepoint by third party software providers and payment of any          applicable fees required by such third parties, to configure, integrate          and manage the Software.",1
high_sim,8240,1430,0.9652537107467651,"Either party may terminate this Agreement prior to expiration of the Term: (i) upon thirty (30) days prior written notice, or (ii) immediately upon written notice to the other party if: (a) the other party declares or a petition is filed in any court for insolvency or bankruptcy and such petition is not dismissed in thirty (30) days; (b) the other party reorganizes under the relevant bankruptcy act or any similar statute in such party's jurisdiction of incorporation; (c) the other party consents to the appointment of a trustee in bankruptcy or a receiver or similar entity; or (d) the Developer breaches DSS's Technology or Intellectual Property rights contained herein.","Before expiration of the Term, either Party may terminate this Agreement upon: (i) any material breach of the Agreement by the other Party, if such breach is not remedied to the reasonable satisfaction of the non-breaching Party within ten (10) business days after written notice; (ii) ten (10) business days written notice to the other Party whenever the notifying Party in its sole discretion determines that the continuation of the Agreement will damage its reputation or good will; or (iii) written notice in the event one Party (a) becomes or is declared insolvent or bankrupt or is subject to the appointment of a trustee or receiver or any equivalent thereof, (b) is the subject of any proceeding related to its liquidation or insolvency (whether voluntary or involuntary) which is not dismissed within ninety (90) days, (c) makes an assignment for the benefit of creditors, or (d) is subject to any sale, lease or other transfer of all or substantially all of its assets to any entity; or (e) is subject to a change of control (whether by merger, stock transfer or otherwise), except in the case of an initial public offering.",1
high_sim,5824,7537,0.9651761651039124,"Neither this Agreement nor any rights or obligations hereunder shall be assignable by a Party without the prior written consent of the other Party, provided that either Party shall have the right, on notice to but without the other Party's consent, to assign this Agreement and its rights and obligations contained herein, to an affiliate or to a third party who is not a competitor of the other Party in connection with a sale of all or substantially all of the assigning Party's business or assets relating to this Agreement.","This Agreement may not be assigned by either Party, in whole or in part, to any Third Party without the prior written consent of the other Party, except that either Party may assign this Agreement as a whole, and all of its rights and obligations hereunder, without the consent of the other Party, but upon written notice to the other Party (a) to an Affiliate, or (b) in case of a transfer of all, or substantially all, stock or assets of such Party or the relevant business activity through which such Party acts in this Agreement to a Third Party or to any partnership or other venture in which such business activity is to participate.",1
high_sim,8674,5681,0.9649562239646912,Neither this Agreement nor any of the rights or obligations contained herein may be assigned or  transferred by either party without the prior written consent of the other party.,Neither this Agreement nor the rights of either Party hereunder shall be assigned by either Party without the prior written consent of the other Party.,1
high_sim,8033,6234,0.9649406671524048,This  Agreement  shall  be  construed  in accordance with the laws of the State of Kansas.,This Agreement shall be interpreted in accordance with the                   laws of the State of Indiana.,1
high_sim,4037,7537,0.9647407531738281,"Except as otherwise set forth herein, neither Party shall transfer, assign or cede any rights or delegate any obligations hereunder, in whole or in part, whether voluntarily or by operation of law, without the prior written consent of the other Party, which consent may be withheld at the other Party's reasonable business discretion; provided, however, that either Party may transfer this Agreement without prior written consent of the other Party to an Affiliate or in connection with a merger or sale of all or substantially all of the stock or assets of such Party.","This Agreement may not be assigned by either Party, in whole or in part, to any Third Party without the prior written consent of the other Party, except that either Party may assign this Agreement as a whole, and all of its rights and obligations hereunder, without the consent of the other Party, but upon written notice to the other Party (a) to an Affiliate, or (b) in case of a transfer of all, or substantially all, stock or assets of such Party or the relevant business activity through which such Party acts in this Agreement to a Third Party or to any partnership or other venture in which such business activity is to participate.",1
high_sim,8985,8981,0.9646869897842407,"You must spend, in addition to any contributions to the Ad Fund, a minimum of the greater of (a) Three Thousand and No/100 Dollars ($3,000.00); or (b) five percent (5%) of the Franchise's gross revenues for each month during the term of this Agreement, as outlined in Paragraph 6.4, for local advertising, promotion and marketing.","This amount must equal the greater of (a) Three Thousand and No/100 Dollars ($3,000.00); or (b) five percent (5%) of the Franchise's gross revenues for each month during the term of this Agreement (the ""Local Advertising Requirement"").",1
high_sim,3415,3411,0.9646413326263428,"During the Term, eDiets will not buy, sell, display or distribute advertising from (including, but not limited to, banner ads, buttons, badges, text links, hyperlinks or editorial mentions) or otherwise promote any Women.com Compettive Company on any page of the eDiets Site that is within two clicks from the Gateway Page of the Diet Center.","During the Term, (a) Women.com will not buy, sell, display, distribute advertising from (including, but not limited to, banner ads, buttons, badges, text links, hyperlinks or editorial mentions) or otherwise promote a Competitive Company on any page of the Diet Center;",1
high_sim,5824,4627,0.9646349549293518,"Neither this Agreement nor any rights or obligations hereunder shall be assignable by a Party without the prior written consent of the other Party, provided that either Party shall have the right, on notice to but without the other Party's consent, to assign this Agreement and its rights and obligations contained herein, to an affiliate or to a third party who is not a competitor of the other Party in connection with a sale of all or substantially all of the assigning Party's business or assets relating to this Agreement.","Neither Party may assign or transfer this Supply Agreement, including by merger, operation of law, or otherwise, without the other Party's prior written consent (which shall not be withheld unreasonably) except each Party may assign this Supply Agreement without the other Party's consent in the case of assignment or transfer to a Third Party that succeeds to all or substantially all of the assigning Party's business and assets relating to the subject matter of this Supply Agreement, whether by sale, merger, operation of law or otherwise. Any attempted assignment by a Party in violation of this Section without the written consent of the other Party will be null and void.",1
high_sim,8236,1546,0.9645282030105591,"The initial term of this Agreement shall commence on the Effective Date, and shall continue thereafter for a period of twelve (12) months (the ""Initial Term"").","The term of this Agreement will commence on the Effective Date and continue for a period of three (3) years after the Effective Date (the ""Initial Term"").",1
high_sim,4627,7917,0.9644900560379028,"Neither Party may assign or transfer this Supply Agreement, including by merger, operation of law, or otherwise, without the other Party's prior written consent (which shall not be withheld unreasonably) except each Party may assign this Supply Agreement without the other Party's consent in the case of assignment or transfer to a Third Party that succeeds to all or substantially all of the assigning Party's business and assets relating to the subject matter of this Supply Agreement, whether by sale, merger, operation of law or otherwise. Any attempted assignment by a Party in violation of this Section without the written consent of the other Party will be null and void.","Neither Party may assign or otherwise transfer this Agreement or any rights hereunder, without the prior written consent of the other Party; provided that either Party may assign or otherwise transfer this Agreement or any rights hereunder (a) to a wholly-owned subsidiary of such Party or (b) in connection with the transfer or sale of all or substantially all of the business or assets of such Party related to the subject matter of this Agreement, whether by merger, consolidation, divestiture, restructure, sale of stock sale of assets or otherwise its successor, whether in a merger, sale of stock or sale of assets or any other transaction, in each case (a)-(b), without first obtaining the prior written consent of the other Party, so long as the non-assigning Party is notified in writing of such assignment within [***] ([***]) days following such assignment; provided further that, in no event may BLI assign this Agreement, in whole or in part, to any Person [***] without first obtaining Ginkgo's prior written consent.",1
high_sim,4968,4080,0.9642964601516724,This Agreement shall be governed by and construed in accordance with the laws of the State of New York without reference to any rules of conflict of laws.,This Agreement shall be governed by and construed in accordance with the laws of the State of California without regard to its conflict of laws provisions.,1
high_sim,2422,7660,0.9642767310142517,This Agreement shall be construed in accordance with and governed by the laws of the State of South Dakota.,This Agreement shall be governed by and construed in accordance with the laws of the State of Missouri.,1
high_sim,6310,7562,0.9642308354377747,"Except as otherwise provided in this Agreement, including under Section 7.1, neither this Agreement nor any of the rights, interests or obligations of any Party under this Agreement shall be assigned, in whole or in part, by operation of law or otherwise, by either Party without the prior written consent of the other Party; provided, however, that (a) either Party may assign any of the foregoing in connection with the sale or other transfer of the applicable business or assets of such Party or its Affiliates to which this Agreement relates (except that neither of the Buyer Entities may assign any such rights, interests or obligations with respect to the Arizona Licensed Trademarks); (b) Arizona may assign any of the foregoing to one or more of its Affiliates and (c) the Company and Buyer may assign any of the foregoing to one or more of its Subsidiaries, controlled Affiliates, AWP, or any holding company that is a direct or indirect parent of the Company; provided that in each case (b) and (c), no assignment shall relieve the assigning Party of any of its obligations under this Agreement unless agreed to by the non-assigning Party. Any assignment or other disposition in violation of the preceding sentence shall be void.","This Agreement may not be assigned by either party, by operation of law or otherwise, without the prior written consent of the other party, which consent shall not be unreasonably withheld, provided that (a) M&I's consent need not be obtained in connection with the assignment of this Agreement pursuant to a merger in which Customer is a party and as a result of which the surviving corporation becomes an Affiliate of another bank holding company, bank, savings and loan association or other financial institution having a capital and surplus of at least $100,000,000 so long as the provisions of Section 21.11 are complied with and (b) M&I may freely assign this Agreement (i) in connection with a merger, corporate reorganization or sale of all or substantially all of its assets, stock or securities, or (ii) to any entity which is a successor to the assets or the business of the M&I Data Services division of M&I.",1
high_sim,2706,5604,0.9642230272293091,"This Agreement shall be governed and construed in accordance with the laws of the State of Delaware, without reference to the conflicts of laws principles thereunder.","This Agreement shall be governed by and interpreted in accordance with the laws of the State of Delaware, United States of America, without reference to conflict-of-laws principles.",1
random,34,2004,,"The                            Company shall not have any obligation with respect to                            Products  after  365  days   following   delivery  to                            Distributor, except as provided herein.","Notwithstanding the MDDO at each Point of Delivery,          Shipper shall not nominate a total quantity of natural gas at all          Points of Delivery that exceeds the MDQ set forth in this Agreement.",0
random,85,7424,,This Agreement will commence on the Effective Date and will continue until termination as provided below.,"For each month during the term of this Agreement, HPS will pay to SHPS an amount equal to (i) eighty-two and one-half percent (82.5%) of the first $500,000 of Care Management Revenues (as defined below) during such month plus (ii) eighty percent (80%) of Care Management Revenues during such month in excess of $500,000.",0
random,107,4019,,"Dova and Valeant are each referred to individually as a ""Party"" and together as the ""Parties"".","This Agreement will automatically renew at the end of the Initial Term or a subsequent renewal term on a year to year basis (each, a ""Renewal Term""), unless either Party notifies the other at least 30 days prior to the end of the Initial Term or then current Renewal Term, as applicable, of its intention not to renew this Agreement (a ""Termination Notice"").",0
random,129,4583,,"As between the Parties, Dova shall own all right, title and interest in and to any Product Materials (and all content contained therein) and any Product Labeling (and all content contained therein), including applicable copyrights and trademarks (other than any name, trademark, trade name or logo of Valeant or its Affiliates that may appear on such Product materials or Product Labeling), and to the extent Valeant (or any of its Affiliates) obtains or otherwise has a claim to any of the foregoing, Valeant hereby assigns (and shall cause any applicable Affiliate to assign) all of its right, title and interest in and to such Product Materials (and content) and Product Labeling (and content) (other than any name, trademark, trade name or logo of Valeant or its Affiliates that may appear on such Product materials or Product Labeling) to Dova and Valeant agrees to (and shall cause its applicable Affiliate to) execute all documents and take all actions as are reasonably requested by Dova to vest title to such Product Materials (and content) and Product Labeling (and content) in Dova (or its designated Affiliate).",The Joint Venture Company shall take out the required insurance from an insurance company or organization permitted by Chinese laws and regulations to provide such insurance.,0
random,162,2385,,"Offsets and/or repayment of the Advanced Royalty Payment shall commence on [**] and shall continue, unless sooner  paid, through [**] (the ""Royalty Offset Period"") and such offsets will be taken by EKR (and such repayment will be made  by PPI) as follows:","Unless otherwise agreed in writing by Accuray and Distributor and subject to the termination rights contained in this Agreement,  this Agreement shall begin on the Effective Date and shall continue until the termination of the Strategic Alliance Agreement;  provided, however, that if a Termination Election relating to this Agreement is made pursuant to Section 10.3 of the Strategic  Alliance Agreement prior to such termination, this Agreement shall terminate 36 months after such Termination Election (the  ""Term"").",0
random,383,456,,"Until the Designation Rights Termination Date or as otherwise directed by Purchaser or set forth in this Agreement, Merchant shall continue to maintain, subject to the Wind-Down Budget and the Wind-Down Cap, all of its presently existing property casualty coverage related to the Assets (including but not limited to fire, flood, wind, hail, natural disaster, theft, and extended coverage casualty insurance) until the sale or other disposition of all Assets covered by such policies.","Subject to the terms and conditions of this Agreement, Licensor hereby grants to Licensee, and Licensee hereby accepts from Licensor, an  exclusive, non-transferable (except as set forth in Section 10.7) and non-sublicensable (except as provided in Section 2.1(c)) license to use the  Licensed Domain Names in connection with the Business during the Term",0
random,458,2340,,"This Agreement and any rights or authority granted hereunder shall not be assigned or transferred by either Party, including by  operation of law, merger or otherwise, without the express written consent of the other Party, provided that Licensor may assign this Agreement  without consent to any of its Affiliates and Licensee may assign this Agreement without consent to SINA Leju or an Affiliate of Licensee that is  controlled by SINA Leju.","The obligations under this Section 10.3 state the  entire liability of NCM and are Network Affiliate's sole and exclusive remedies, with respect to intellectual property infringement.",0
random,487,7251,,"This Agreement shall be in full force and effect commencing on January 2, 2020 and shall remain in effect for one (1) year or until Consultant completes the services requested","Kitov hereby grants to Dexcel a fully paid, limited license right to use all of its Confidential Information and Intellectual Property Rights (including, inter alia, the Kitov Foreground IP, Kitov Data, Kitov's share of the Joint IP, and the Trademark (""Kitov Product IP"")) necessary in order for Dexcel to manufacture, Label, package with the Livery, test and release the Product for shipment, exclusively for Kitov, for and during the Term.",0
random,534,7755,,"Your lease (or rider to a lease) must include provisions that will: (a) Allow us the right to elect to take an assignment of the leasehold interest upon termination or expiration of your rights under this Agreement, and that allow us (or our designee) to operate a ""Pizza Fusion"" restaurant upon the premises for the remaining term of the lease or sublease; (b) Require the lessor to provide us with a copy of any written notice of deficiency under the lease sent to you, at the same time as notice is given to you (as the lessee under the lease), and which grants to us the right (but not obligation) to cure any deficiency by you under the lease within fifteen (15) business days after the expiration of the period in which you had to cure any such default should you fail to do so;","Unless this Agreement is terminated earlier in accordance with the terms of Section ​12, the term of this Agreement shall commence on the Effective Date and shall continue until July 31, 2019 (the ""Initial Term"").",0
random,605,8805,,"Each party covenants that         it shall not, under any circumstances, sue the other party (or its         officers, directors, successors and assigns) or any of that parties'         licensees, customers, or distributors (""Protected Entities"") for patent         infringment under any future patents or future patent rights relating to         said Developments, that either party owns or controls, so long as that         Protected Entity has a license from Commerce One or Corio to the         Software, or to a product that is a modification of, derivative work         based on, or replacement for the Software.","You also agree to submit to us (in addition to the reports required pursuant to Section 12.1.4 above), for review or auditing, such other forms, reports, records, information, and data as and when we may reasonably designate, in the form and format, and at the times and places as we may reasonably require, upon request and as specified periodically in the Manual or otherwise in writing, including: (a) information in electronic format; (b) restated in accordance with our financial reporting periods; (c) consistent with our then-current financial reporting periods and accounting practices and standards; and/or (d) a s necessary so that we can comply with reporting obligations imposed upon us by tax authorities with jurisdiction over the Franchised Business and/or our company.",0
random,607,2473,,"Nanjing Tuniu Technology Co., Ltd.,","The sole exception to the foregoing reservation of rights is that AT&T hereby grants Vendor a limited, nonexclusive, non-transferable license (that shall automatically terminate upon the termination or expiration of this Agreement), under any rights owned by AT&T, to use the AT&T Provided Items and Paid- For Development solely as instructed by AT&T and to the extent necessary for Vendor to perform its obligations under this Agreement, subject further to the terms and conditions of this Agreement.",0
random,659,8565,,"In case that the Driver User unilaterally terminates the Financial Leasing Agreement in advance, Party B shall collect the liquidated damages from the Driver User within 30% of the ""down payment + total monthly rent + last payment"" stipulated in the Financial Leasing Agreement;","The parties may mutually agree on a fee allocation different from the foregoing allocations in good faith based on, among other things, the following criteria:   (a) Whether one or both parties have an important relationship that is crucial to securing an assignment   (b) Resource contribution   (c) Product expertise   (d) Industry expertise   (e) Transaction size   (f) Resource constraints",0
random,732,1106,,"DIALOG may terminate this Agreement, immediately upon issuance of written notice to ENERGOUS in the event that: (A) DIALOG or its Affiliates fail to achieve a design-win pipeline with an annual projected sales value to DIALOG of at least [***] in the [***] after the availability of a Mass Production Qualified Product; or (B) the aggregate annual Net Sales of Products are below [***] by the [***] of the availability of a Mass Production Qualified Product, or below [***] by the [***] of the availability of a Mass Production Qualified Product, or below [***] by each [***] of the availability of a Mass Production Qualified Product during the remainder of the Term.","AVIONS DE TRANSPORT REGIONAL, G.I.E",0
random,782,2028,,Vyera shall conduct the Commercialization activities in accordance with the Commercialization Plan and in performing such activities will ensure that it meets or exceeds the Minimum Requirements.,"EXCEPT WITH RESPECT TO THE INDEMNIFICATION OBLIGATIONS SET FORTH IN SECTION 9 WITH REGARD TO CLAIMS BY THIRD PARTIES, IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR CONSEQUENTIAL, INDIRECT, INCIDENTAL, SPECIAL, EXEMPLARY, PUNITIVE OR ENHANCED DAMAGES, LOST PROFITS OR REVENUES OR DIMINUTION IN VALUE ARISING OUT OF, RELATING TO, OR IN CONNECTION WITH ANY BREACH OF THIS AGREEMENT OR CLAIM HEREUNDER, REGARDLESS OF (A) WHETHER SUCH DAMAGES WERE FORESEEABLE, (B) WHETHER OR NOT IT WAS ADVISED OF THE POSSIBLITY OF SUCH DAMAGES, AND (C) THE LEGAL OR EQUITABLE THEORY (CONTRACT, TORT OR OTHERWISE) UPON WHICH THE CLAIM IS BASED.",0
random,797,4999,,Each Party shall provide a certificate of insurance (or evidence of self-insurance) evidencing such coverage to the other Party upon reques,"Subject to the other terms of this Section 9.3, during the Royalty Term, Sanofi shall make quarterly royalty payments to RevMed on aggregate Net Sales of each Product sold outside the United States during a Calendar Year at the applicable royalty rates as set forth below. For clarity, royalties shall only be payable once on any sale of Product under this Agreement.

Aggregate Net Sales of each Product outside the United States during a Calendar Year Royalty Rate Portion of aggregate Net Sales of each Product outside the United States during a Calendar Year less than or equal to $[***] [***]% Portion of aggregate Net Sales of each Product outside the United States during a Calendar Year greater than $[***] and less than or equal to $[***] [***]% Portion of aggregate Net Sales of each Product outside the United States during a Calendar Year greater than $[***] and less than $[***] [***]% Portion of aggregate Net Sales of each Product outside the United States during a Calendar Year greater than $[***] [***]% 45",0
random,947,9413,,"Notwithstanding   anything to the contrary, Stryker's sole remedy and Conformis' exclusive liability for breach of Section 3.2 with respect to a   Product or a Stryker Product shall be as set forth in Section 10.1(i) of the Distribution Agreement.","The audit will be conducted during normal business hours, at convenient times.",0
random,982,1809,,"For monthly Cash Sales above [$●] and up to [$●] , the Base Royalty paid to T&B by LEA shall be [●%]of the LEA's Cash Sales","This Agreement shall be governed by, and construed in accordance with the laws of Spain.",0
random,1007,6443,,"Except for the transfer and assignment under this Agreement, the Depositor will not transfer or assign any Depositor Transferred Property to another Person or Grant or allow a Lien, other than a Permitted Lien, on an interest in any Depositor Transferred Property.","During the term of this Agreement, VIP shall provide BNL such access as necessary to the VIP System to allow BNL to attach one data communication line and up to seventy (70) addressable data communications devices to said VIP System.",0
random,1018,1511,,"After the Initial Term (including any extension thereto made in accordance with the preceding sentence), the Agreement may be extended on a yearly basis up to ten (10) years at Vericel's sole discretion, with renewal notice to be provided to MediWound no later than twelve (12) months prior to the expiry of any yearly extension (the ""Renewal Term"", and the Initial Term, together with the Renewal Term, if any, the ""Term""); provided that unless otherwise agreed by the Parties, the Term of this Agreement (including the Initial Term, any extension of the Initial Term and any Renewal Terms) shall be no more than fifteen (15) years in total.",BKC or its designee shall then have the prior option to purchase the interests  covered by the  offer  at the  price  and  upon the  same  terms  of the  offer.,0
random,1140,8476,,"This Agreement does not provide, and is not intended to be        construed or deemed to provide, any policyholder of the Company with        recourse to or against any of the assets of AIG.","Eutectix hereby grants to Liquidmetal a fully-paid up, royalty-free, perpetual, world-wide, non-exclusive license to any New Process Technologies in which Eutectix acquires licensing rights pursuant to Section 8.2 above.",0
random,1279,7309,,"Customer hereby grants to Manufacturer a non-exclusive license during the Term to use any Customer Property and Customer-Owned Improvements and Developments solely in connection with Manufacturer performing its obligations under this Agreement or the Facility Addendum in accordance with the terms hereof or thereof, as applicable","Agent's appointment hereunder shall commence on the next business day after the later of (i) the date hereof, or (ii) the date Agent has confirmed that Client's records have been converted to Agent's system (the ""Effective Date""), and shall continue for three years thereafter (the ""Initial Term"")",0
random,1342,6751,,Any assignment or agreement or other transaction by Company that fails to be in complete compliance with this Article 3.07 or any other provision of this IP Agreement shall be null and void.,The Agent shall receive the following compensation for its services hereunder:,0
random,1380,4940,,Neither Party shall assign any of its rights or obligations under this Agreement to any third party directly or indirectly without the prior written consent of the other Party.,"FMI hereby grants to Roche a non-exclusive license under the FMI CDx IP for internal research purposes, and to the extent necessary to research, develop, make, have made, use, offer for sale, sell, import and commercialize Roche products other than diagnostic products.",0
random,1389,5542,,"Manufacturer's manufacturing records shall be available to EMV during spot checks and site inspections pursuant to Section 2.4, and upon request to allow EMV to provide such information to certification authorities as may be required.",Such insurance policy shall provide that the insurer shall not terminate or materially modify such policy or remove Duval as an additional named insured without prior written notice to Duval at least twenty (20) days in advance thereof.,0
random,1396,2805,,"Any purported assignment, delegation or transfer in violation of this Section 11.7 is void from the outset and shall be of no force or effect.","In addition, Bank of America may, at no additional charge other than the Software license fees specified in each Product License Schedule, (i) install, use, execute and copy the Software for any backup, archival and emergency purposes and any internal, non-production Bank of America purpose including for test, development, and training; (ii) allow a third party outsourcer or service provider to install, use, execute and copy the Software solely in connection with its provision of services to Bank of America, provided that such use does not extend to providing services to others; and (iii) transfer the Software to any other Platform or Installation Site replacing that on which it was previously installed.",0
random,1520,3501,,A representative of BKC who shall make not less than two (2) one day visits to Poland  per annum to provide  the  Franchisee  with any  requested reasonable  operations or marketing  guidance and advice.,"Bank of America may terminate Maintenance Services for convenience at any time in accordance with the Section entitled ""Termination"" of the Agreement.",0
random,1605,7443,,GLOBAL MAINTENANCE AGREEMENT (,I-AM Capital Acquisition Company,0
random,1724,4057,,Sponsor will be the exclusive retail music store sponsor of                   the Excite Site and the Excite Broadcast Pages.,"VerticalNet hereby grants Neoforma the right to frame all pages of the VerticalNet Auction that contain Laboratory Products Listings with a frame containing Neoforma Marks, which framed pages shall only be accessible from the Neoforma Sites.",0
random,1807,6694,,It is established by calendar year and renewed tacitly every year.,MediaNet Group Technologies tracks the customer sales coming from the reseller and at the end of every calendar month issues a check for 20% commission to the reseller on product sales and 10% the total amount of hosting/maintenance sales made.,0
random,1929,2511,,"If Aimmune obtains such a license to a Third Party Patent, Aimmune shall be entitled to credit [***] percent ([***]%) of the royalties paid to such Third Party during a Calendar Quarter against the royalty payment otherwise payable by Aimmune to Xencor pursuant to this Section 7.3 with respect to such Product and such country in such Calendar Quarter.","At all times and at Vendor's expense, Vendor shall maintain property insurance for all perils, for full replacement cost for all property of AT&T in the care, custody and control of the Vendor.",0
random,1934,8669,,"The Aimmune Know- How shall be transferred pursuant to the procedure to transfer Xencor Know-How, Regulatory Materials, and Regulatory Data in Section 2.7 applied mutatis mutandis.","Neither of the parties hereto may assign its or his rights hereunder without the prior written consent of the other party hereto, and any such attempted assignment without such consent shall be null and void and without effect.",0
random,1945,6051,,"Upon the termination of this Agreement:

14.1.1 all rights and licenses granted to Aimmune hereunder shall immediately terminate and be of no further force and effect and Aimmune shall cease Developing, Commercializing, Manufacturing and Packaging and Labeling such Product in and for all applicable countries; provided, that Aimmune and its Affiliates will be entitled, during the period",not to contest the validity of the HCI Marks or HCI's title              thereto;,0
random,1980,6055,,"Developing, together with the Publishers, a plan for the                     orderly transition of Services (""Transition Plan"") then                     being performed by HealthGate from HealthGate to the                     Publishers or such successor provider of Services.","Subject to the provisions of Section 14 hereof, the term of this Agreement and the sponsorship described herein shall commence on  January 1, 2010 and extend through December 31, 2010.",0
random,2014,3307,,"In the event of THE HENRY FILM AND ENTERTAINMENT CORPORATION, not fulfilling this minimum PERFORMANCE, PACIFICAP ENTERTAINMENT may cancel this Agreement","Without prejudice to the provisions expressly stated elsewhere in this Agreement, a Party's liability for damage suffered by the other Party, attributable to the first mentioned Party or a person for whom it is liable by law, shall be limited to the following events, and the following amounts:     a)   for direct damage to physical goods (property damage or ""zaakschade"") or directly resulting from death or personal injury: up to a maximum of *** per event or series of connected events and up to a further maximum of *** for all events (connected or not) in any period of 12 calendar months;           b)   for damage directly resulting from a material breach of this Agreement: up to a maximum *** or *** as set out in Appendix 2), whatever amount is the highest, in any period of 12 calendar months.",0
